STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_COHORT_1415,ALL_RATE_1415,MAM_COHORT_1415,MAM_RATE_1415,MAS_COHORT_1415,MAS_RATE_1415,MBL_COHORT_1415,MBL_RATE_1415,MHI_COHORT_1415,MHI_RATE_1415,MTR_COHORT_1415,MTR_RATE_1415,MWH_COHORT_1415,MWH_RATE_1415,CWD_COHORT_1415,CWD_RATE_1415,ECD_COHORT_1415,ECD_RATE_1415,LEP_COHORT_1415,LEP_RATE_1415,DATE_CUR
MARYLAND,24,2400600,St. Mary's County Public Schools,240060001224,Great Mills High,417,92,2,PS,18,GE80,139,85-89,39,GE90,31,GE90,188,90-94,29,40-59,137,80-84,3,PS,26NOV16
MARYLAND,24,2400600,St. Mary's County Public Schools,240060001356,Leonardtown High,481,97,.,.,13,GE50,37,GE90,18,GE80,17,GE80,396,97,29,60-79,58,GE90,.,.,26NOV16
MARYLAND,24,2400630,Talbot County Public Schools,240063001242,Easton High,251,93,.,.,8,GE50,44,GE90,18,60-79,10,GE50,171,GE95,19,60-79,73,85-89,2,PS,26NOV16
MARYLAND,24,2400630,Talbot County Public Schools,240063001248,St. Michaels Middle/High School,60,GE90,.,.,.,.,2,PS,3,PS,5,PS,50,GE90,2,PS,20,GE80,1,PS,26NOV16
MARYLAND,24,2400660,Washingtion County Public Schools,240066000308,Washington County Technical High,270,GE99,.,.,2,PS,22,GE80,12,GE50,16,GE80,218,GE95,13,GE50,109,GE95,.,.,26NOV16
MARYLAND,24,2400660,Washingtion County Public Schools,240066001256,Boonsboro High,205,95,1,PS,4,PS,4,PS,6,GE50,8,GE50,182,GE95,15,GE50,44,80-89,.,.,26NOV16
MARYLAND,24,2400660,Washingtion County Public Schools,240066001260,Clear Spring High,101,GE95,.,.,.,.,2,PS,2,PS,2,PS,95,GE95,7,GE50,33,GE90,.,.,26NOV16
MARYLAND,24,2400660,Washingtion County Public Schools,240066001270,Hancock Middle Senior High,34,GE90,.,.,.,.,.,.,1,PS,.,.,33,GE90,5,PS,16,GE80,.,.,26NOV16
MARYLAND,24,2400660,Washingtion County Public Schools,240066001275,North Hagerstown High,341,88,.,.,11,GE50,76,80-84,24,60-79,19,GE80,211,90-94,30,60-79,147,80-84,3,PS,26NOV16
MARYLAND,24,2400660,Washingtion County Public Schools,240066001285,Smithsburg High,203,96,.,.,7,GE50,19,GE80,13,GE50,12,GE50,152,GE95,14,GE50,57,GE90,.,.,26NOV16
MARYLAND,24,2400660,Washingtion County Public Schools,240066001288,South Hagerstown High,305,86,.,.,7,GE50,72,90-94,28,GE80,24,60-79,174,80-84,34,60-69,171,85-89,4,PS,26NOV16
MARYLAND,24,2400660,Washingtion County Public Schools,240066001289,Marshall Street School,6,LT50,.,.,.,.,1,PS,.,.,.,.,5,PS,6,LT50,6,LT50,.,.,26NOV16
MARYLAND,24,2400660,Washingtion County Public Schools,240066001295,Williamsport High,228,86,1,PS,2,PS,15,GE50,13,GE50,8,GE50,189,85-89,23,40-59,93,80-84,3,PS,26NOV16
MARYLAND,24,2400660,Washingtion County Public Schools,240066001484,Washington County Job Development Center,4,PS,.,.,.,.,1,PS,.,.,.,.,3,PS,4,PS,2,PS,.,.,26NOV16
MARYLAND,24,2400660,Washingtion County Public Schools,240066001674,Barbara Ingram School for the Arts,57,GE90,.,.,1,PS,4,PS,7,GE50,2,PS,43,GE90,2,PS,13,GE50,.,.,26NOV16
MARYLAND,24,2400690,Wicomico County Public Schools,240069001088,Wicomico County Evening High,52,30-39,2,PS,1,PS,19,21-39,11,LT50,2,PS,17,21-39,4,PS,.,.,3,PS,26NOV16
MARYLAND,24,2400690,Wicomico County Public Schools,240069001305,James M. Bennett High,351,85,1,PS,18,GE80,123,80-84,21,60-79,9,GE50,179,85-89,23,40-59,147,75-79,18,60-79,26NOV16
MARYLAND,24,2400690,Wicomico County Public Schools,240069001306,Mardela Middle & High,94,90-94,.,.,.,.,20,GE80,4,PS,9,GE50,61,90-94,7,GE50,48,80-89,.,.,26NOV16
MARYLAND,24,2400690,Wicomico County Public Schools,240069001309,Parkside High,280,93,1,PS,17,GE80,68,85-89,13,GE50,10,GE50,171,GE95,19,60-79,104,85-89,.,.,26NOV16
MARYLAND,24,2400690,Wicomico County Public Schools,240069001320,Wicomico High,249,78,1,PS,8,GE50,120,80-84,11,GE50,22,60-79,87,75-79,34,40-49,147,70-74,.,.,26NOV16
MARYLAND,24,2400720,Worcester County Public Schools,240072001330,Pocomoke High,104,90-94,.,.,1,PS,40,GE90,2,PS,7,GE50,54,80-89,9,GE50,57,80-89,.,.,26NOV16
MARYLAND,24,2400720,Worcester County Public Schools,240072001334,Snow Hill High,83,90-94,.,.,1,PS,18,GE80,2,PS,2,PS,60,GE90,4,PS,31,80-89,.,.,26NOV16
MARYLAND,24,2400720,Worcester County Public Schools,240072001335,Stephen Decatur High,335,94,1,PS,3,PS,32,GE90,18,GE80,16,GE80,265,90-94,32,70-79,95,85-89,1,PS,26NOV16
MASSACHUSETTS,25,2500001,Quabbin,250000101558,Quabbin Regional High School,191,80-84,1,PS,1,PS,2,PS,8,GE50,6,GE50,173,85-89,19,40-59,61,65-69,,,26NOV16
MASSACHUSETTS,25,2500001,Quabbin,250000102797,IB School of Quabbin,10,GE50,,,,,,,,,,,10,GE50,,,2,PS,,,26NOV16
MASSACHUSETTS,25,2500002,Spencer-E Brookfield,250000201790,David Prouty High,111,85-89,,,1,PS,1,PS,6,GE50,4,PS,99,85-89,13,LT50,59,70-79,,,26NOV16
MASSACHUSETTS,25,2500013,Southwick-Tolland-Granville Regional School District,250001301782,Southwick-Tolland Regional High,125,90-94,,,1,PS,4,PS,3,PS,2,PS,115,90-94,20,GE80,39,80-89,1,PS,26NOV16
MASSACHUSETTS,25,2500021,Academy Of the Pacific Rim Charter Public (District),250002100511,Academy Of the Pacific Rim Charter Public School,42,GE90,,,2,PS,22,GE80,7,GE50,1,PS,10,GE50,15,GE50,18,GE80,,,26NOV16
MASSACHUSETTS,25,2500025,Innovation Academy Charter (District),250002500524,Innovation Academy Charter School,67,90-94,,,4,PS,3,PS,4,PS,3,PS,53,GE90,18,60-79,13,GE50,,,26NOV16
MASSACHUSETTS,25,2500026,City on a Hill Charter Public School Circuit Street (Distric,250002600530,City on a Hill Charter Public School Circuit Street,50,70-79,,,1,PS,28,GE80,20,60-79,,,1,PS,12,GE50,50,70-79,3,PS,26NOV16
MASSACHUSETTS,25,2500028,Sabis International Charter (District),250002800537,Sabis International Charter School,112,GE95,,,,,31,GE90,32,GE90,9,GE50,40,GE90,13,GE50,68,90-94,,,26NOV16
MASSACHUSETTS,25,2500033,Lowell Middlesex Academy Charter (District),250003300555,Lowell Middlesex Academy Charter School,72,15-19,,,4,PS,2,PS,29,21-39,4,PS,33,20-29,23,LE20,57,11-19,1,PS,26NOV16
MASSACHUSETTS,25,2500035,Martha's Vineyard Charter (District),250003500569,Martha's Vineyard Charter School,10,GE50,,,,,,,,,,,10,GE50,1,PS,4,PS,,,26NOV16
MASSACHUSETTS,25,2500036,Ma Academy for Math and Science,250003600576,Ma Academy for Math and Science School,46,GE90,,,20,GE80,,,,,,,26,GE80,,,3,PS,,,26NOV16
MASSACHUSETTS,25,2500038,Francis W. Parker Charter Essential (District),250003800581,Francis W. Parker Charter Essential School,56,70-79,,,3,PS,,,3,PS,,,50,80-89,11,GE50,2,PS,,,26NOV16
MASSACHUSETTS,25,2500040,South Shore Charter Public (District),250004000600,South Shore Charter Public School,47,GE90,,,,,12,GE50,,,2,PS,33,80-89,11,GE50,17,GE80,3,PS,26NOV16
MASSACHUSETTS,25,2500044,Pioneer Valley Performing Arts Charter Public (District),250004400816,Pioneer Valley Performing Arts Charter Public School,60,80-89,,,2,PS,2,PS,4,PS,5,PS,47,80-89,13,GE50,12,GE50,,,26NOV16
MASSACHUSETTS,25,2500046,Prospect Hill Academy Charter (District),250004600819,Prospect Hill Academy Charter School,65,90-94,,,2,PS,40,80-89,9,GE50,,,14,GE50,8,GE50,38,GE90,,,26NOV16
MASSACHUSETTS,25,2500049,Boston Day and Evening Academy Charter (District),250004901245,Boston Day and Evening Academy Charter School,141,6-9,2,PS,3,PS,62,10-14,57,LE10,3,PS,14,LT50,41,LE10,119,10-14,23,LE20,26NOV16
MASSACHUSETTS,25,2500051,Abby Kelley Foster Charter Public (District),250005101247,Abby Kelley Foster Charter Public School,81,90-94,,,5,PS,25,GE80,17,GE80,10,GE50,24,GE80,8,GE50,55,GE90,,,26NOV16
MASSACHUSETTS,25,2500052,Foxborough Regional Charter (District),250005201250,Foxborough Regional Charter School,67,GE95,,,6,GE50,21,GE80,4,PS,5,PS,31,GE90,6,GE50,19,GE80,2,PS,26NOV16
MASSACHUSETTS,25,2500053,Boston Collegiate Charter (District),250005301256,Boston Collegiate Charter School,58,80-89,,,,,17,60-79,4,PS,1,PS,36,80-89,11,GE50,37,70-79,,,26NOV16
MASSACHUSETTS,25,2500054,Edward M. Kennedy Academy for Health Careers (Horace Mann Ch,250005401258,Edward M. Kennedy Academy for Health Careers (Horace Mann Ch,92,90-94,4,PS,4,PS,49,GE90,30,GE80,3,PS,2,PS,11,GE50,73,90-94,5,PS,26NOV16
MASSACHUSETTS,25,2500055,Mystic Valley Regional Charter (District),250005501260,Mystic Valley Regional Charter School,98,GE95,,,14,GE50,15,GE50,3,PS,3,PS,63,GE95,14,GE50,26,GE80,,,26NOV16
MASSACHUSETTS,25,2500057,Rising Tide Charter Public (District),250005701271,Rising Tide Charter Public School,34,GE90,,,,,1,PS,,,2,PS,31,GE90,6,GE50,9,GE50,,,26NOV16
MASSACHUSETTS,25,2500058,Sturgis Charter Public (District),250005801272,Sturgis Charter Public School,207,97,,,9,GE50,3,PS,8,GE50,10,GE50,177,GE95,25,GE80,28,GE80,,,26NOV16
MASSACHUSETTS,25,2500066,MATCH Charter Public School (District),250006601586,MATCH Charter Public School,44,70-79,,,,,25,40-59,16,GE80,1,PS,2,PS,8,GE50,35,60-69,,,26NOV16
MASSACHUSETTS,25,2500067,Manchester Essex Regional,250006701109,Manchester Essex Regional High School,114,GE95,,,,,,,,,1,PS,113,GE95,19,GE80,20,GE80,,,26NOV16
MASSACHUSETTS,25,2500069,Amesbury Academy Charter Public (District),250006901666,Amesbury Academy Charter Public School,14,GE50,,,1,PS,,,1,PS,1,PS,11,GE50,8,GE50,12,GE50,,,26NOV16
MASSACHUSETTS,25,2500070,Codman Academy Charter Public (District),250007001667,Codman Academy Charter Public School,32,70-79,,,1,PS,23,60-79,7,GE50,,,1,PS,7,GE50,31,70-79,2,PS,26NOV16
MASSACHUSETTS,25,2500073,The Sizer School: A North Central Charter Essential (Distric,250007301750,The Sizer School: A North Central Charter Essential School,45,70-79,,,1,PS,1,PS,8,GE50,1,PS,34,80-89,11,GE50,22,60-79,3,PS,26NOV16
MASSACHUSETTS,25,2500076,Four Rivers Charter Public (District),250007602086,Four Rivers Charter Public School,36,GE90,,,1,PS,1,PS,,,,,34,GE90,8,GE50,12,GE50,1,PS,26NOV16
MASSACHUSETTS,25,2500079,Berkshire Arts and Technology Charter Public (District),250007901842,Berkshire Arts and Technology Charter Public School,19,60-79,,,,,1,PS,,,1,PS,17,60-79,5,PS,13,GE50,,,26NOV16
MASSACHUSETTS,25,2500080,Boston Preparatory Charter Public (District),250008001843,Boston Preparatory Charter Public School,40,80-89,1,PS,,,26,60-79,12,GE50,1,PS,,,3,PS,39,80-89,4,PS,26NOV16
MASSACHUSETTS,25,2500082,KIPP Academy Lynn Charter (District),250008201845,KIPP Academy Lynn Charter School,79,85-89,,,3,PS,17,GE80,51,80-89,,,8,GE50,11,GE50,71,85-89,3,PS,26NOV16
MASSACHUSETTS,25,2500084,Salem Academy Charter (District),250008401847,Salem Academy Charter School,34,GE90,,,2,PS,3,PS,13,GE50,,,16,GE80,4,PS,19,GE80,4,PS,26NOV16
MASSACHUSETTS,25,2500085,Advanced Math and Science Academy Charter (District),250008501984,Advanced Math and Science Academy Charter School,128,GE95,3,PS,42,GE90,3,PS,8,GE50,,,72,GE95,8,GE50,19,GE80,2,PS,26NOV16
MASSACHUSETTS,25,2500086,Community Charter School of Cambridge (District),250008601996,Community Charter School of Cambridge,50,GE90,1,PS,1,PS,39,GE90,6,GE50,3,PS,,,11,GE50,36,GE90,2,PS,26NOV16
MASSACHUSETTS,25,2500090,Phoenix Charter Academy (District),250009002112,Phoenix Charter Academy,86,15-19,,,2,PS,20,21-39,59,11-19,,,5,PS,11,LT50,68,20-24,33,20-29,26NOV16
MASSACHUSETTS,25,2500518,Pioneer Charter School of Science (District),250051802632,Pioneer Charter School of Science,54,GE90,,,5,PS,17,GE80,12,GE50,1,PS,19,GE80,3,PS,41,GE90,3,PS,26NOV16
MASSACHUSETTS,25,2500519,Global Learning Charter Public  (District),250051902629,Global Learning Charter Public School,36,80-89,,,,,6,GE50,11,GE50,,,19,GE80,7,GE50,30,GE80,,,26NOV16
MASSACHUSETTS,25,2500522,Hampden Charter School of Science (District),250052202680,Hampden Charter School of Science,45,GE90,,,1,PS,17,GE80,7,GE50,4,PS,16,GE80,7,GE50,31,GE90,1,PS,26NOV16
MASSACHUSETTS,25,2500526,Boston Green Academy Horace Mann Charter School (District),250052602703,Boston Green Academy Horace Mann Charter School,75,75-79,,,2,PS,40,70-79,19,60-79,,,14,GE50,18,60-79,64,75-79,18,GE80,26NOV16
MASSACHUSETTS,25,2500532,New Liberty Charter School of Salem (District),250053202712,New Liberty Charter School of Salem,20,LE20,,,,,2,PS,6,LT50,1,PS,11,LT50,11,LT50,16,LE20,1,PS,26NOV16
MASSACHUSETTS,25,2500541,Somerset Berkley Regional School District,250054102728,Somerset Berkley Regional High School,222,97,,,4,PS,4,PS,5,PS,4,PS,205,GE95,28,GE80,39,GE90,,,26NOV16
MASSACHUSETTS,25,2500542,Ayer Shirley School District,250054202738,Ayer Shirley Regional High School,71,80-84,1,PS,5,PS,1,PS,7,GE50,2,PS,55,80-89,11,GE50,37,70-79,3,PS,26NOV16
MASSACHUSETTS,25,2500544,Monomoy Regional School District,250054402836,Monomoy Regional High School,99,80-84,,,4,PS,9,GE50,5,PS,1,PS,80,80-84,22,40-59,29,60-79,2,PS,26NOV16
MASSACHUSETTS,25,2500551,Massachusetts Virtual Academy at Greenfield Commonwealth Vir,250055102808,Massachusetts Virtual Academy at Greenfield Commonwealth Vir,27,21-39,,,,,,,3,PS,,,24,21-39,4,PS,9,LT50,,,26NOV16
MASSACHUSETTS,25,2500554,Essex North Shore Agricultural and Technical School District,250055402833,Essex Technical High School,232,GE99,1,PS,3,PS,1,PS,24,GE80,8,GE50,195,GE95,60,GE90,49,GE90,,,26NOV16
MASSACHUSETTS,25,2500556,TEC Connections Academy Commonwealth Virtual School District,250055602817,TEC Connections Academy Commonwealth Virtual School,46,20-29,,,2,PS,2,PS,4,PS,3,PS,35,20-29,7,LT50,19,LE20,1,PS,26NOV16
MASSACHUSETTS,25,2501650,Abington,250165000001,Abington High,132,90-94,,,,,1,PS,8,GE50,2,PS,121,90-94,21,GE80,28,GE80,1,PS,26NOV16
MASSACHUSETTS,25,2501710,Acton-Boxborough,250171000012,Acton-Boxborough Regional High,477,98,1,PS,113,GE95,3,PS,17,GE80,6,GE50,337,98,69,85-89,35,GE90,9,GE50,26NOV16
MASSACHUSETTS,25,2501780,Adams-Cheshire,250178000021,Hoosac Valley Middle & High School,94,80-84,1,PS,1,PS,5,PS,1,PS,,,86,80-84,21,40-59,42,60-69,2,PS,26NOV16
MASSACHUSETTS,25,2501800,Agawam,250180000024,Agawam High,312,92,2,PS,9,GE50,9,GE50,13,GE50,3,PS,276,90-94,31,80-89,104,85-89,4,PS,26NOV16
MASSACHUSETTS,25,2501860,Amesbury,250186000034,Amesbury High,136,90-94,,,1,PS,,,3,PS,2,PS,130,90-94,22,60-79,32,80-89,1,PS,26NOV16
MASSACHUSETTS,25,2501920,Amherst-Pelham,250192000042,Amherst Regional High,269,89,,,18,GE80,27,GE80,47,70-79,23,60-79,154,90-94,67,75-79,96,80-84,25,40-59,26NOV16
MASSACHUSETTS,25,2501950,Andover,250195000045,Andover High,424,97,1,PS,52,GE90,5,PS,23,GE80,10,GE50,333,97,58,80-89,50,GE90,3,PS,26NOV16
MASSACHUSETTS,25,2501980,Arlington,250198000053,Arlington High,311,95,,,34,GE90,12,GE50,15,GE50,8,GE50,242,GE95,54,GE90,61,80-84,9,GE50,26NOV16
MASSACHUSETTS,25,2502040,Ashburnham-Westminster,250204000069,Oakmont Regional High School,171,GE95,,,3,PS,1,PS,8,GE50,7,GE50,152,90-94,25,GE80,47,GE90,,,26NOV16
MASSACHUSETTS,25,2502100,Ashland,250210000070,Ashland High,175,90-94,,,4,PS,8,GE50,11,GE50,5,PS,147,90-94,40,70-79,31,80-89,5,PS,26NOV16
MASSACHUSETTS,25,2502110,Assabet Valley Regional Vocational Technical,250211002257,Assabet Valley Vocational High School,246,95,,,1,PS,4,PS,14,GE50,6,GE50,221,GE95,97,90-94,95,90-94,4,PS,26NOV16
MASSACHUSETTS,25,2502160,Athol-Royalston,250216000074,Athol High,83,80-84,,,,,2,PS,1,PS,2,PS,78,80-84,25,40-59,49,70-79,,,26NOV16
MASSACHUSETTS,25,2502190,Attleboro,250219000084,Attleboro High,405,86,,,16,GE80,17,60-79,49,70-79,14,GE50,309,88,84,60-64,180,75-79,19,60-79,26NOV16
MASSACHUSETTS,25,2502190,Attleboro,250219002831,Attleboro Community Academy,40,40-49,,,,,2,PS,7,LT50,1,PS,30,40-59,12,GE50,22,40-59,1,PS,26NOV16
MASSACHUSETTS,25,2502220,Auburn,250222000100,Auburn Senior High,170,90-94,1,PS,1,PS,1,PS,9,GE50,5,PS,153,90-94,24,60-79,48,80-89,,,26NOV16
MASSACHUSETTS,25,2502250,Avon,250225001295,Avon Middle High School,45,80-89,,,3,PS,14,GE50,2,PS,,,26,GE80,10,GE50,18,GE80,1,PS,26NOV16
MASSACHUSETTS,25,2502310,Barnstable,250231000116,Barnstable High,375,86,4,PS,12,GE50,23,60-79,20,60-79,10,GE50,306,90,55,60-69,167,75-79,10,LT50,26NOV16
MASSACHUSETTS,25,2502400,Bedford,250240000128,Bedford High,227,98,2,PS,28,GE80,24,GE80,12,GE50,6,GE50,155,GE95,40,80-89,40,GE90,3,PS,26NOV16
MASSACHUSETTS,25,2502430,Belchertown,250243000134,Belchertown High,180,90-94,,,2,PS,3,PS,1,PS,4,PS,170,90-94,15,GE50,39,80-89,,,26NOV16
MASSACHUSETTS,25,2502460,Bellingham,250246000139,Bellingham High School,175,GE95,,,7,GE50,4,PS,3,PS,2,PS,159,GE95,21,GE80,57,GE90,4,PS,26NOV16
MASSACHUSETTS,25,2502460,Bellingham,250246002543,Primavera Junior/Senior High School,10,GE50,,,,,1,PS,1,PS,,,8,GE50,8,GE50,8,GE50,,,26NOV16
MASSACHUSETTS,25,2502490,Belmont,250249000143,Belmont High,283,97,,,49,GE90,15,GE50,8,GE50,19,GE80,192,GE95,16,60-79,45,GE90,10,GE50,26NOV16
MASSACHUSETTS,25,2502530,Berkshire Hills,250253000154,Monument Mt Regional High,130,90-94,,,2,PS,5,PS,7,GE50,5,PS,111,GE95,12,GE50,49,80-89,1,PS,26NOV16
MASSACHUSETTS,25,2502580,Berlin-Boylston,250258000160,Tahanto Regional High,58,GE90,,,,,1,PS,,,1,PS,56,GE90,10,GE50,10,GE50,,,26NOV16
MASSACHUSETTS,25,2502640,Beverly,250264000164,Beverly High,332,93,,,8,GE50,5,PS,31,70-79,3,PS,285,GE95,54,70-79,96,80-84,8,GE50,26NOV16
MASSACHUSETTS,25,2502670,Billerica,250267000177,Billerica Memorial High School,355,91,,,12,GE50,11,GE50,9,GE50,6,GE50,317,91,50,70-79,92,75-79,2,PS,26NOV16
MASSACHUSETTS,25,2502710,Blackstone Valley Regional Vocational Technical,250271000191,Blackstone Valley,283,GE99,,,3,PS,1,PS,9,GE50,7,GE50,263,GE95,43,GE90,64,GE95,2,PS,26NOV16
MASSACHUSETTS,25,2502715,Blackstone-Millville,250271500192,Blackstone Millville RHS,104,85-89,,,1,PS,2,PS,3,PS,4,PS,94,85-89,12,GE50,37,70-79,2,PS,26NOV16
MASSACHUSETTS,25,2502740,Blue Hills Regional Vocational Technical,250274000193,Blue Hills Regional Vocational Technical,185,GE95,1,PS,1,PS,40,GE90,13,GE50,12,GE50,118,GE95,52,GE90,85,GE95,,,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279000203,Boston Latin,352,GE99,,,108,GE95,28,GE80,33,GE90,12,GE50,171,GE95,5,PS,139,GE95,1,PS,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279000204,Boston Latin Academy,268,94,2,PS,68,GE95,76,90-94,45,GE90,4,PS,73,90-94,5,PS,184,90-94,3,PS,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279000205,O'Bryant School Math/Science,256,96,,,62,GE95,93,GE95,63,90-94,2,PS,36,GE90,12,GE50,206,GE95,19,GE80,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279000208,Brighton High,283,61,1,PS,15,GE50,130,65-69,115,55-59,6,LT50,16,21-39,55,50-59,249,60-64,119,60-64,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279000210,Carter Developmental Center,2,PS,,,2,PS,,,,,,,,,2,PS,2,PS,2,PS,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279000215,Charlestown High,230,51,,,58,60-69,85,55-59,71,40-44,,,16,LE20,50,30-39,197,50-54,98,50-54,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279000217,Snowden International School at Copley,84,70-74,,,1,PS,26,60-79,45,70-79,4,PS,8,GE50,15,GE50,78,70-74,9,GE50,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279000226,East Boston High,357,64,,,9,GE50,61,55-59,214,60-64,2,PS,71,70-74,69,55-59,270,65-69,136,50-54,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279000261,Jeremiah E Burke High,159,70-74,,,1,PS,126,70-74,28,60-79,,,4,PS,35,60-69,127,75-79,49,60-69,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279000282,Madison Park High,263,65,1,PS,4,PS,114,65-69,123,60-64,8,GE50,13,GE50,99,60-64,250,65-69,88,60-64,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279000327,The English High,151,50-54,1,PS,1,PS,67,65-69,73,40-44,2,PS,7,LT50,26,40-59,132,50-54,67,45-49,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279000342,William McKinley,60,20-29,,,3,PS,32,20-29,18,LE20,1,PS,6,LT50,59,20-29,53,20-29,10,LT50,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279000695,Fenway High School,80,90-94,,,4,PS,30,GE80,36,GE90,1,PS,9,GE50,16,GE80,66,90-94,12,GE50,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279000698,Another Course To College,44,GE90,,,,,21,GE80,20,GE80,,,3,PS,9,GE50,41,GE90,9,GE50,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279000704,New Mission High School,56,GE90,,,1,PS,40,GE90,15,GE50,,,,,9,GE50,48,GE90,8,GE50,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279000837,Greater Egleston Community High School,85,20-24,1,PS,,,38,20-29,42,11-19,,,4,PS,10,LT50,64,20-24,21,LE20,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279000952,Dr. William Henderson Upper,4,PS,,,,,2,PS,2,PS,,,,,2,PS,4,PS,1,PS,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279001128,Boston Arts Academy,95,80-84,,,,,38,80-89,38,70-79,3,PS,16,GE80,18,GE80,71,75-79,4,PS,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279001296,Quincy Upper School,55,GE90,,,28,GE80,13,GE50,9,GE50,1,PS,4,PS,14,GE50,49,GE90,8,GE50,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279001511,Boston Adult Academy,94,45-49,1,PS,9,LT50,59,40-49,21,21-39,,,4,PS,8,GE50,50,40-49,59,40-49,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279001617,Community Academy,35,30-39,,,1,PS,21,40-59,3,PS,1,PS,9,LT50,8,LT50,30,21-39,3,PS,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279001692,Boston Community Leadership Academy,110,90-94,1,PS,6,GE50,41,GE90,53,GE90,1,PS,8,GE50,25,60-79,101,90-94,20,GE80,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279001898,Urban Science Academy,126,60-64,1,PS,2,PS,64,55-59,46,60-69,2,PS,11,GE50,20,60-79,110,60-64,15,GE50,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279001902,Community Academy of Science and Health,110,55-59,,,3,PS,76,65-69,20,21-39,4,PS,7,LT50,29,40-59,88,55-59,34,60-69,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279002015,Boston International  High School,62,55-59,,,1,PS,21,40-59,38,50-59,1,PS,1,PS,2,PS,51,50-59,62,55-59,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279002016,Excel High School,168,65-69,,,57,70-79,56,70-79,35,60-69,5,PS,15,LT50,37,40-49,147,65-69,72,75-79,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279002374,Horace Mann School for the Deaf,17,LE20,,,1,PS,10,LT50,5,PS,,,1,PS,16,LE20,16,LE20,8,LT50,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279002674,Lyon Upper 9-12,33,80-89,,,3,PS,8,GE50,12,GE50,2,PS,8,GE50,13,GE50,26,GE80,3,PS,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279002676,Dorchester Academy,97,50-54,1,PS,7,GE50,63,50-54,20,40-59,1,PS,5,PS,20,21-39,86,50-54,8,GE50,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279002725,TechBoston Academy,128,80-84,1,PS,8,GE50,97,80-84,18,60-79,3,PS,1,PS,23,60-79,113,80-84,40,80-89,26NOV16
MASSACHUSETTS,25,2502790,Boston,250279002729,West Roxbury Academy,156,60-64,1,PS,2,PS,72,65-69,58,50-59,2,PS,21,40-59,25,40-59,121,65-69,49,50-59,26NOV16
MASSACHUSETTS,25,2502820,Bourne,250282000348,Bourne High School,124,90-94,1,PS,1,PS,1,PS,4,PS,13,GE50,104,90-94,29,GE80,52,80-89,,,26NOV16
MASSACHUSETTS,25,2502940,Braintree,250294000361,Braintree High,405,93,,,42,GE90,26,GE80,15,GE50,5,PS,317,94,80,80-84,116,80-84,9,GE50,26NOV16
MASSACHUSETTS,25,2503030,Bridgewater-Raynham,250303000380,Bridgewater-Raynham Regional,396,92,,,7,GE50,13,GE50,14,GE50,7,GE50,355,93,49,70-79,102,80-84,6,GE50,26NOV16
MASSACHUSETTS,25,2503070,Bristol County Agricultural,250307000382,Bristol County Agricultural High,101,GE95,,,2,PS,1,PS,3,PS,1,PS,94,GE95,5,PS,33,GE90,,,26NOV16
