STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_COHORT_1314,ALL_RATE_1314,MAM_COHORT_1314,MAM_RATE_1314,MAS_COHORT_1314,MAS_RATE_1314,MBL_COHORT_1314,MBL_RATE_1314,MHI_COHORT_1314,MHI_RATE_1314,MTR_COHORT_1314,MTR_RATE_1314,MWH_COHORT_1314,MWH_RATE_1314,CWD_COHORT_1314,CWD_RATE_1314,ECD_COHORT_1314,ECD_RATE_1314,LEP_COHORT_1314,LEP_RATE_1314,INSERT_DATE,DATE_CUR
NEBRASKA,31,3105970,TRI COUNTY PUBLIC SCHOOLS,310597000201,TRI COUNTY JR-SR HIGH SCHOOL,29,GE80,1,PS,.,.,.,.,1,PS,.,.,27,GE80,6,GE50,7,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3109120,HAYES CENTER PUBLIC SCHOOLS,310912000259,HAYES CENTER SECONDARY SCHOOL,8,GE50,.,.,.,.,.,.,.,.,.,.,8,GE50,1,PS,3,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3119560,UMO N HO N NATION PUBLIC SCHS,311956000377,UMO N HO N NATION HIGH SCHOOL,25,40-59,23,40-59,.,.,.,.,2,PS,.,.,.,.,5,PS,22,40-59,.,.,30AUG15,29AUG15
NEBRASKA,31,3162950,CENTURA PUBLIC SCHOOLS,316295000818,CENTURA SECONDARY SCHOOL,40,GE90,.,.,.,.,.,.,3,PS,.,.,37,GE90,9,GE50,19,GE80,.,.,30AUG15,29AUG15
NEBRASKA,31,3169840,DORCHESTER PUBLIC SCHOOLS,316984000913,DORCHESTER HIGH SCHOOL,9,GE50,.,.,.,.,.,.,1,PS,.,.,8,GE50,.,.,1,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3170020,ELBA PUBLIC SCHOOLS,317002000921,ELBA SECONDARY SCHOOL,5,PS,.,.,.,.,.,.,.,.,.,.,5,PS,3,PS,4,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3170050,ELGIN PUBLIC SCHOOLS,317005000923,ELGIN HIGH SCHOOL,12,GE50,.,.,.,.,.,.,.,.,1,PS,11,GE50,.,.,3,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3170110,ELKHORN PUBLIC SCHOOLS,317011000927,ELKHORN HIGH SCHOOL,158,GE95,.,.,6,GE50,3,PS,8,GE50,1,PS,140,GE95,16,GE80,27,GE80,.,.,30AUG15,29AUG15
NEBRASKA,31,3170110,ELKHORN PUBLIC SCHOOLS,317011002240,ELKHORN SOUTH HIGH SCHOOL,197,GE95,.,.,5,PS,1,PS,2,PS,2,PS,187,GE95,13,GE50,8,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3170140,ELM CREEK PUBLIC SCHOOLS,317014000930,ELM CREEK HIGH SCHOOL,27,GE80,.,.,.,.,.,.,2,PS,1,PS,24,GE80,1,PS,7,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3170220,ELWOOD PUBLIC SCHOOLS,317022000934,ELWOOD HIGH SCHOOL,16,GE80,.,.,.,.,.,.,1,PS,.,.,15,GE50,6,GE50,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3170440,FAIRBURY PUBLIC SCHOOLS,317044000948,FAIRBURY JR-SR HIGH SCHOOL,56,GE90,.,.,.,.,.,.,2,PS,2,PS,52,GE90,5,PS,20,GE80,.,.,30AUG15,29AUG15
NEBRASKA,31,3170530,FALLS CITY PUBLIC SCHOOLS,317053000959,FALLS CITY SENIOR HIGH,55,GE90,3,PS,.,.,.,.,.,.,5,PS,47,GE90,10,GE50,25,GE80,.,.,30AUG15,29AUG15
NEBRASKA,31,3170650,FORT CALHOUN COMMUNITY SCHS,317065000969,FORT CALHOUN HIGH SCHOOL,51,GE90,.,.,.,.,.,.,.,.,.,.,51,GE90,7,GE50,12,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3170710,FREMONT PUBLIC SCHOOLS,317071000984,FREMONT SENIOR HIGH SCHOOL,319,86,.,.,5,PS,4,PS,48,80-89,.,.,262,85-89,47,50-59,132,75-79,8,GE50,30AUG15,29AUG15
NEBRASKA,31,3170800,GARDEN COUNTY SCHOOLS,317080000991,GARDEN COUNTY HIGH SCHOOL,24,GE80,1,PS,.,.,.,.,1,PS,.,.,22,GE80,1,PS,12,GE50,1,PS,30AUG15,29AUG15
NEBRASKA,31,3170980,GIBBON PUBLIC SCHOOLS,317098001006,GIBBON HIGH SCHOOL,42,GE90,.,.,.,.,.,.,12,GE50,.,.,30,GE80,2,PS,16,GE80,3,PS,30AUG15,29AUG15
NEBRASKA,31,3171010,GILTNER PUBLIC SCHOOLS,317101001008,GILTNER HIGH SCHOOL,18,GE80,.,.,.,.,.,.,.,.,.,.,18,GE80,4,PS,4,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3171100,GOTHENBURG PUBLIC SCHOOLS,317110001012,GOTHENBURG SECONDARY SCHOOL,69,GE95,.,.,.,.,2,PS,1,PS,.,.,66,GE95,4,PS,16,GE80,.,.,30AUG15,29AUG15
NEBRASKA,31,3171220,GRETNA PUBLIC SCHOOLS,317122001035,GRETNA HIGH SCHOOL,192,GE95,1,PS,4,PS,2,PS,4,PS,3,PS,178,GE95,14,GE50,14,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3171370,HAMPTON PUBLIC SCHOOLS,317137001042,HAMPTON HIGH SCHOOL,12,GE50,.,.,.,.,1,PS,.,.,.,.,11,GE50,.,.,5,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3171520,HARTINGTON PUBLIC SCHOOLS,317152001047,HARTINGTON HIGH SCHOOL,21,GE80,.,.,.,.,.,.,.,.,.,.,21,GE80,4,PS,8,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3171550,HARVARD PUBLIC SCHOOLS,317155001049,HARVARD HIGH SCHOOL,25,GE80,.,.,.,.,1,PS,6,GE50,.,.,18,GE80,5,PS,12,GE50,1,PS,30AUG15,29AUG15
NEBRASKA,31,3171580,HASTINGS PUBLIC SCHOOLS,317158001051,HASTINGS SENIOR HIGH SCHOOL,232,91,2,PS,3,PS,4,PS,39,GE90,9,GE50,175,90-94,34,80-89,119,85-89,6,GE50,30AUG15,29AUG15
NEBRASKA,31,3171610,HAY SPRINGS PUBLIC SCHOOLS,317161001059,HAY SPRINGS HIGH SCHOOL,8,GE50,.,.,.,.,.,.,.,.,.,.,8,GE50,.,.,4,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3171730,HEMINGFORD PUBLIC SCHOOLS,317173001063,HEMINGFORD HIGH SCHOOL,22,GE80,.,.,.,.,.,.,1,PS,1,PS,20,GE80,1,PS,10,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3171820,HERSHEY PUBLIC SCHOOLS,317182001067,HERSHEY HIGH SCHOOL,48,GE90,.,.,.,.,.,.,3,PS,1,PS,44,GE90,5,PS,7,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3171940,HOLDREGE PUBLIC SCHOOLS,317194001074,HOLDREGE HIGH SCHOOL,99,90-94,.,.,.,.,2,PS,9,GE50,5,PS,83,85-89,13,GE50,24,GE80,.,.,30AUG15,29AUG15
NEBRASKA,31,3172000,HOMER COMMUNITY SCHOOLS,317200001083,HOMER HIGH SCHOOL,36,GE90,1,PS,.,.,.,.,3,PS,.,.,32,GE90,5,PS,7,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3172150,HUMPHREY PUBLIC SCHOOLS,317215001094,HUMPHREY JR-SR HIGH SCHOOL,19,GE80,.,.,.,.,.,.,.,.,.,.,19,GE80,1,PS,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3172210,HYANNIS AREA SCHOOLS,317221001096,HYANNIS HIGH SCHOOL,14,GE50,.,.,.,.,.,.,.,.,.,.,14,GE50,1,PS,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3172335,JOHNSON-BROCK PUBLIC SCHOOLS,317233501099,HIGH SCHOOL AT JOHNSON,25,GE80,.,.,1,PS,.,.,1,PS,.,.,23,GE80,5,PS,4,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3172390,KEARNEY PUBLIC SCHOOLS,317239001105,KEARNEY SR HIGH SCHOOL,354,92,3,PS,3,PS,10,GE50,43,GE90,.,.,295,90-94,43,60-69,128,85-89,10,GE50,30AUG15,29AUG15
NEBRASKA,31,3172420,KENESAW PUBLIC SCHOOLS,317242001112,KENESAW SECONDARY SCHOOL,16,GE80,.,.,.,.,.,.,.,.,.,.,16,GE80,1,PS,1,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3172480,KEYA PAHA COUNTY SCHOOLS,317248001113,KEYA PAHA COUNTY HIGH SCHOOL,6,GE50,.,.,.,.,.,.,.,.,.,.,6,GE50,1,PS,3,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3172570,KIMBALL PUBLIC SCHOOLS,317257001117,KIMBALL JR/SR HIGH SCHOOL,29,GE80,.,.,1,PS,.,.,7,GE50,1,PS,20,GE80,2,PS,10,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3172720,LEIGH COMMUNITY SCHOOLS,317272001126,LEIGH HIGH SCHOOL,7,GE50,.,.,.,.,.,.,.,.,.,.,7,GE50,.,.,.,.,.,.,30AUG15,29AUG15
NEBRASKA,31,3172780,LEWISTON CONSOLIDATED SCHOOLS,317278001129,LEWISTON HIGH SCHOOL,17,GE80,.,.,.,.,.,.,1,PS,.,.,16,GE80,5,PS,7,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3172810,LEXINGTON PUBLIC SCHOOLS,317281001131,LEXINGTON HIGH SCHOOL,219,91,2,PS,3,PS,12,GE50,161,90-94,6,GE50,35,GE90,25,GE80,171,85-89,45,80-89,30AUG15,29AUG15
NEBRASKA,31,3172840,LINCOLN PUBLIC SCHOOLS,317284001032,NORTH STAR HIGH SCHOOL,501,81,3,PS,36,GE90,44,80-89,66,70-74,23,GE80,329,81,58,60-69,235,75-79,51,40-49,30AUG15,29AUG15
NEBRASKA,31,3172840,LINCOLN PUBLIC SCHOOLS,317284001033,SOUTHWEST HIGH SCHOOL,459,95,1,PS,18,GE80,11,GE50,22,GE80,26,GE80,381,97,42,80-89,81,90-94,4,PS,30AUG15,29AUG15
NEBRASKA,31,3172840,LINCOLN PUBLIC SCHOOLS,317284001159,LINCOLN EAST HIGH SCHOOL,379,91,.,.,13,GE50,8,GE50,18,60-79,15,GE50,325,93,57,70-79,62,80-84,2,PS,30AUG15,29AUG15
NEBRASKA,31,3172840,LINCOLN PUBLIC SCHOOLS,317284001160,LINCOLN HIGH SCHOOL,401,67,6,GE50,62,45-49,63,60-64,61,60-64,27,60-79,182,75-79,66,55-59,225,65-69,74,25-29,30AUG15,29AUG15
NEBRASKA,31,3172840,LINCOLN PUBLIC SCHOOLS,317284001161,LINCOLN NORTHEAST HIGH SCHOOL,342,81,4,PS,6,GE50,11,GE50,33,70-79,25,GE80,263,80-84,61,60-64,152,75-79,2,PS,30AUG15,29AUG15
NEBRASKA,31,3172840,LINCOLN PUBLIC SCHOOLS,317284001162,LINCOLN SOUTHEAST HIGH SCHOOL,414,88,2,PS,7,GE50,18,GE80,26,GE80,23,60-79,338,88,54,60-69,127,85-89,3,PS,30AUG15,29AUG15
NEBRASKA,31,3172910,LITCHFIELD PUBLIC SCHOOLS,317291001186,LITCHFIELD HIGH SCHOOL,7,GE50,.,.,.,.,.,.,.,.,.,.,7,GE50,.,.,5,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3172990,LOOMIS PUBLIC SCHOOLS,317299001190,LOOMIS SECONDARY SCHOOL,16,GE80,.,.,1,PS,.,.,.,.,.,.,15,GE50,3,PS,5,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3173050,LOUISVILLE PUBLIC SCHOOLS,317305001192,LOUISVILLE HIGH SCHOOL,43,GE90,.,.,.,.,.,.,.,.,.,.,43,GE90,2,PS,8,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3173090,LOUP CITY PUBLIC SCHOOLS,317309001195,LOUP CITY HIGH SCHOOL,22,GE80,.,.,.,.,1,PS,2,PS,.,.,19,GE80,4,PS,12,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3173120,LOUP COUNTY PUBLIC SCHOOLS,317312001198,LOUP COUNTY HIGH SCHOOL,5,PS,.,.,.,.,.,.,.,.,.,.,5,PS,.,.,1,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3173170,LYNCH PUBLIC SCHOOLS,317317001393,LYNCH SECONDARY SCHOOL,12,GE50,.,.,1,PS,.,.,.,.,.,.,11,GE50,2,PS,4,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3173210,LYONS-DECATUR NORTHEAST SCHS,317321001204,NORTHEAST SECONDARY SCHOOL,19,GE80,2,PS,1,PS,1,PS,.,.,.,.,15,GE50,6,GE50,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3173230,MADISON PUBLIC SCHOOLS,317323001206,MADISON HIGH SCHOOL,45,GE90,.,.,.,.,.,.,29,GE80,1,PS,15,GE50,2,PS,29,GE80,3,PS,30AUG15,29AUG15
NEBRASKA,31,3173290,MALCOLM PUBLIC SCHOOLS,317329001210,MALCOLM JR/SR HIGH SCHOOL,48,GE90,1,PS,1,PS,.,.,1,PS,.,.,45,GE90,3,PS,9,GE50,1,PS,30AUG15,29AUG15
NEBRASKA,31,3173440,MAYWOOD PUBLIC SCHOOLS,317344001217,MAYWOOD HIGH SCHOOL,13,GE50,.,.,.,.,.,.,1,PS,.,.,12,GE50,3,PS,7,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3173470,MC COOK PUBLIC SCHOOLS,317347001222,MC COOK SENIOR HIGH SCHOOL,129,90-94,1,PS,1,PS,2,PS,6,GE50,.,.,119,90-94,15,GE50,34,80-89,.,.,30AUG15,29AUG15
NEBRASKA,31,3173500,MC COOL JUNCTION PUBLIC SCHS,317350001227,MCCOOL JUNCTION JR-SR HIGH SCH,22,GE80,.,.,.,.,.,.,1,PS,.,.,21,GE80,4,PS,10,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3173560,MC PHERSON COUNTY SCHOOLS,317356001229,MC PHERSON COUNTY SECONDARY SCHOOL,12,GE50,.,.,.,.,.,.,1,PS,1,PS,10,GE50,5,PS,.,.,.,.,30AUG15,29AUG15
NEBRASKA,31,3173590,MEAD PUBLIC SCHOOLS,317359001231,MEAD HIGH SCHOOL,14,GE50,.,.,.,.,.,.,.,.,1,PS,13,GE50,.,.,4,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3173600,MEDICINE VALLEY PUBLIC SCHOOLS,317360001812,MEDICINE VALLEY JR-SR HIGH SCHOOL,17,GE80,.,.,.,.,.,.,1,PS,.,.,16,GE80,.,.,5,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3173660,MERIDIAN PUBLIC SCHOOLS,317366001236,MERIDIAN HIGH SCHOOL,11,GE50,.,.,.,.,.,.,1,PS,.,.,10,GE50,1,PS,5,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3173710,MILFORD PUBLIC SCHOOLS,317371001239,MILFORD HIGH SCHOOL,59,GE90,.,.,1,PS,1,PS,2,PS,1,PS,54,GE90,4,PS,3,PS,1,PS,30AUG15,29AUG15
NEBRASKA,31,3173740,MILLARD PUBLIC SCHOOLS,317374000242,MILLARD WEST HIGH SCHOOL,606,97,1,PS,19,GE80,7,GE50,26,GE80,10,GE50,543,97,54,80-89,46,GE90,4,PS,30AUG15,29AUG15
NEBRASKA,31,3173740,MILLARD PUBLIC SCHOOLS,317374001251,MILLARD SOUTH HIGH SCHOOL,528,91,1,PS,10,GE50,25,GE80,41,GE90,11,GE50,440,92,67,80-84,140,85-89,6,LT50,30AUG15,29AUG15
NEBRASKA,31,3173740,MILLARD PUBLIC SCHOOLS,317374001252,MILLARD NORTH HIGH SCHOOL,595,96,1,PS,48,GE90,26,GE80,30,GE80,17,GE80,473,96,30,GE80,81,90-94,.,.,30AUG15,29AUG15
NEBRASKA,31,3173800,MINATARE PUBLIC SCHOOLS,317380001263,MINATARE HIGH SCHOOL,11,LT50,.,.,.,.,.,.,5,PS,.,.,6,GE50,3,PS,7,LT50,1,PS,30AUG15,29AUG15
NEBRASKA,31,3173830,MINDEN PUBLIC SCHOOLS,317383001266,MINDEN HIGH SCHOOL,62,GE95,.,.,1,PS,.,.,6,GE50,1,PS,54,GE90,7,GE50,16,GE80,2,PS,30AUG15,29AUG15
NEBRASKA,31,3173890,MITCHELL PUBLIC SCHOOLS,317389001269,MITCHELL SECONDARY SCHOOL,48,GE90,1,PS,.,.,.,.,11,GE50,1,PS,35,GE90,2,PS,19,GE80,.,.,30AUG15,29AUG15
NEBRASKA,31,3174040,MULLEN PUBLIC SCHOOLS,317404001276,MULLEN HIGH SCHOOL,8,GE50,1,PS,.,.,.,.,.,.,.,.,7,GE50,.,.,2,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3174160,NEBRASKA CITY PUBLIC SCHOOLS,317416001286,NEBRASKA CITY HIGH SCHOOL,93,85-89,.,.,5,PS,.,.,11,GE50,4,PS,73,85-89,14,GE50,29,GE80,3,PS,30AUG15,29AUG15
NEBRASKA,31,3174200,CONESTOGA PUBLIC SCHOOLS,317420001290,CONESTOGA JR/SR HIGH SCHOOL,30,GE80,.,.,.,.,.,.,.,.,.,.,30,GE80,2,PS,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3174220,NELIGH-OAKDALE SCHOOLS,317422001292,NELIGH-OAKDALE JR/SR HIGH SCH,29,GE80,.,.,.,.,.,.,1,PS,.,.,28,GE80,5,PS,9,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3174310,NEWCASTLE PUBLIC SCHOOLS,317431001298,NEWCASTLE HIGH SCHOOL,5,PS,.,.,.,.,.,.,1,PS,.,.,4,PS,2,PS,1,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3174340,NEWMAN GROVE PUBLIC SCHOOLS,317434001300,NEWMAN GROVE HIGH SCHOOL,11,GE50,.,.,.,.,.,.,1,PS,.,.,10,GE50,.,.,3,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3174370,NIOBRARA PUBLIC SCHOOLS,317437001604,NIOBRARA SECONDARY SCHOOL,9,GE50,3,PS,.,.,.,.,1,PS,.,.,5,PS,1,PS,8,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3174400,NORTH LOUP SCOTIA PUBLIC SCHS,317440001304,HIGH SCHOOL AT SCOTIA,4,PS,.,.,.,.,.,.,.,.,.,.,4,PS,.,.,2,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3174430,NORFOLK PUBLIC SCHOOLS,317443001311,NORFOLK SENIOR HIGH SCHOOL,317,85,6,GE50,3,PS,8,GE50,73,75-79,9,GE50,218,85-89,29,60-79,122,75-79,8,GE50,30AUG15,29AUG15
NEBRASKA,31,3174580,NORTHWEST PUBLIC SCHOOLS,317458001333,NORTHWEST HIGH SCHOOL,185,GE95,1,PS,.,.,.,.,20,GE80,.,.,164,GE95,16,GE80,44,80-89,2,PS,30AUG15,29AUG15
NEBRASKA,31,3174640,OAKLAND CRAIG PUBLIC SCHOOLS,317464001336,OAKLAND CRAIG SENIOR HIGH,33,GE90,.,.,.,.,.,.,.,.,.,.,33,GE90,2,PS,9,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3174760,OGALLALA PUBLIC SCHOOLS,317476001341,OGALLALA HIGH SCHOOL,78,90-94,.,.,2,PS,1,PS,9,GE50,1,PS,65,GE95,6,GE50,21,60-79,1,PS,30AUG15,29AUG15
NEBRASKA,31,3174820,OMAHA PUBLIC SCHOOLS,317482001354,BENSON MAGNET HIGH SCHOOL,389,72,4,PS,52,40-49,160,75-79,38,70-79,34,80-89,101,70-74,63,40-44,294,65-69,51,40-49,30AUG15,29AUG15
NEBRASKA,31,3174820,OMAHA PUBLIC SCHOOLS,317482001359,BRYAN HIGH SCHOOL,451,77,5,PS,11,GE50,71,75-79,229,75-79,19,60-79,116,80-84,66,55-59,343,77,44,60-69,30AUG15,29AUG15
NEBRASKA,31,3174820,OMAHA PUBLIC SCHOOLS,317482001360,BURKE HIGH SCHOOL,527,90,3,PS,15,GE50,113,85-89,80,85-89,32,GE90,284,90-94,69,80-84,213,85-89,12,GE50,30AUG15,29AUG15
NEBRASKA,31,3174820,OMAHA PUBLIC SCHOOLS,317482001363,CENTRAL HIGH SCHOOL,656,82,7,GE50,22,60-79,168,75-79,120,70-74,59,80-89,280,85-89,84,55-59,334,76,25,40-59,30AUG15,29AUG15
NEBRASKA,31,3174820,OMAHA PUBLIC SCHOOLS,317482001416,OMAHA NORTH MAGNET HIGH SCHOOL,459,82,4,PS,6,GE50,156,80-84,54,70-79,45,80-89,194,85-89,71,50-54,261,75-79,1,PS,30AUG15,29AUG15
NEBRASKA,31,3174820,OMAHA PUBLIC SCHOOLS,317482001417,OMAHA NORTHWEST MAGNET HIGH SCHOOL,306,75,4,PS,13,GE50,123,75-79,39,70-79,30,60-79,97,70-74,47,60-69,217,70-74,16,60-79,30AUG15,29AUG15
NEBRASKA,31,3174820,OMAHA PUBLIC SCHOOLS,317482001433,OMAHA SOUTH MAGNET HIGH SCHOOL,571,76,5,PS,20,40-59,75,80-84,376,77,22,60-79,73,70-74,67,70-74,461,77,60,40-49,30AUG15,29AUG15
NEBRASKA,31,3174850,O'NEILL PUBLIC SCHOOLS,317485001448,O'NEILL HIGH SCHOOL,50,GE90,.,.,.,.,.,.,8,GE50,1,PS,41,GE90,7,GE50,23,GE80,5,PS,30AUG15,29AUG15
NEBRASKA,31,3174940,ORD PUBLIC SCHOOLS,317494001454,ORD JR-SR HIGH SCHOOL,33,GE90,.,.,.,.,.,.,2,PS,.,.,31,GE90,3,PS,15,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3175000,OSCEOLA PUBLIC SCHOOLS,317500001458,OSCEOLA HIGH SCHOOL,17,GE80,.,.,.,.,.,.,.,.,.,.,17,GE80,6,GE50,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3175030,OSMOND COMMUNITY SCHOOLS,317503001460,OSMOND HIGH SCHOOL,15,GE50,.,.,.,.,.,.,1,PS,.,.,14,GE50,1,PS,3,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3175060,OVERTON PUBLIC SCHOOLS,317506001462,OVERTON HIGH SCHOOL,24,GE80,.,.,.,.,.,.,2,PS,.,.,22,GE80,2,PS,9,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3175210,PALMYRA DISTRICT O R 1,317521001470,JR-SR HIGH SCHOOL AT PALMYRA,37,80-89,.,.,.,.,.,.,.,.,.,.,37,80-89,4,PS,10,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3175270,PAPILLION-LA VISTA PUBLIC SCHS,317527001389,PAPILLION-LA VISTA SOUTH H S,421,96,3,PS,15,GE50,17,GE80,24,GE80,5,PS,357,97,45,80-89,63,85-89,2,PS,30AUG15,29AUG15
NEBRASKA,31,3175270,PAPILLION-LA VISTA PUBLIC SCHS,317527001478,PAPILLION-LA VISTA SENIOR HIGH,390,96,5,PS,7,GE50,21,GE80,35,GE90,13,GE50,309,97,39,70-79,82,GE95,9,GE50,30AUG15,29AUG15
NEBRASKA,31,3175330,PAWNEE CITY PUBLIC SCHOOLS,317533001485,PAWNEE CITY SECONDARY SCHOOL,20,GE80,.,.,.,.,.,.,2,PS,1,PS,17,GE80,2,PS,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3175360,PAXTON CONSOLIDATED SCHOOLS,317536001487,PAXTON HIGH SCHOOL,25,GE80,1,PS,.,.,.,.,2,PS,.,.,22,GE80,1,PS,3,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3175390,PENDER PUBLIC SCHOOLS,317539001489,PENDER HIGH SCHOOL,36,GE90,1,PS,.,.,.,.,.,.,.,.,35,GE90,6,GE50,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3175510,PIERCE PUBLIC SCHOOLS,317551001495,PIERCE JR/SR HIGH SCHOOL,54,GE90,.,.,.,.,.,.,.,.,2,PS,52,GE90,7,GE50,9,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3175570,PLAINVIEW PUBLIC SCHOOLS,317557001498,PLAINVIEW SECONDARY SCHOOL,22,GE80,.,.,.,.,.,.,.,.,.,.,22,GE80,3,PS,6,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3175630,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,317563001514,PLATTEVIEW SENIOR HIGH SCHOOL,74,GE95,1,PS,.,.,.,.,.,.,5,PS,68,GE95,7,GE50,10,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3175660,PLATTSMOUTH COMMUNITY SCHOOLS,317566001523,PLATTSMOUTH HIGH SCHOOL,121,GE95,.,.,.,.,1,PS,7,GE50,.,.,113,GE95,12,GE50,44,GE90,1,PS,30AUG15,29AUG15
NEBRASKA,31,3175690,PLEASANTON PUBLIC SCHOOLS,317569001527,PLEASANTON HIGH SCHOOL,11,GE50,.,.,.,.,.,.,.,.,.,.,11,GE50,1,PS,4,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3175770,PONCA PUBLIC SCHOOLS,317577001531,PONCA HIGH SCHOOL,30,GE80,1,PS,.,.,1,PS,2,PS,.,.,26,GE80,6,GE50,10,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3175810,POTTER-DIX PUBLIC SCHOOLS,317581001533,POTTER-DIX JR/SR HIGH SCHOOL,13,GE50,.,.,.,.,1,PS,.,.,.,.,12,GE50,2,PS,4,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3175900,RALSTON PUBLIC SCHOOLS,317590001542,RALSTON HIGH SCHOOL,251,88,3,PS,4,PS,15,GE50,60,80-89,7,GE50,162,90-94,32,50-59,110,80-84,8,GE50,30AUG15,29AUG15
NEBRASKA,31,3175930,RANDOLPH PUBLIC SCHOOLS,317593001546,RANDOLPH HIGH SCHOOL,27,GE80,.,.,.,.,.,.,1,PS,.,.,26,GE80,3,PS,4,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3175960,RAVENNA PUBLIC SCHOOLS,317596001549,RAVENNA SENIOR HIGH,39,GE90,.,.,.,.,.,.,.,.,.,.,39,GE90,5,PS,12,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3175990,RED CLOUD COMMUNITY SCHOOLS,317599001551,RED CLOUD HIGH SCHOOL,18,GE80,.,.,.,.,.,.,1,PS,.,.,17,GE80,2,PS,8,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3176170,ROCK COUNTY PUBLIC SCHOOLS,317617001559,ROCK COUNTY HIGH SCHOOL,14,GE50,.,.,.,.,.,.,.,.,.,.,14,GE50,1,PS,3,PS,.,.,30AUG15,29AUG15
NEBRASKA,31,3176380,SANDHILLS PUBLIC SCHOOLS,317638001570,HIGH SCHOOL AT DUNNING,11,GE50,.,.,.,.,.,.,.,.,.,.,11,GE50,2,PS,7,GE50,.,.,30AUG15,29AUG15
NEBRASKA,31,3176400,SANTEE COMMUNITY SCHOOLS,317640001572,SANTEE HIGH SCHOOL,14,LT50,11,LT50,.,.,.,.,2,PS,.,.,1,PS,3,PS,13,LT50,.,.,30AUG15,29AUG15
NEBRASKA,31,3176410,SARGENT PUBLIC SCHOOLS,317641001574,SARGENT HIGH SCHOOL,14,GE50,.,.,1,PS,.,.,.,.,.,.,13,GE50,1,PS,2,PS,.,.,30AUG15,29AUG15
